Medio empleado;Sexo;Edad;Total
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 40 a 44 años;0,27
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 45 a 49 años;0,27
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 50 a 54 años;0,00
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 55 a 59 años;0,00
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 60 a 64 años;0,00
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 65 a 69 años;0,00
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 70 a 74 años;0,00
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 75 a 79 años;0,00
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 80 a 84 años;0,00
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 85 a 89 años;0,00
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 90 a 94 años;0,00
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 95 años y más;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;Todas las edades;1,36
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;Menores de 15 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 15 a 19 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 20 a 24 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 25 a 29 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 30 a 34 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 35 a 39 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 40 a 44 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 45 a 49 años;0,54
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 50 a 54 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 55 a 59 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 60 a 64 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 65 a 69 años;0,27
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 70 a 74 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 75 a 79 años;0,27
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 80 a 84 años;0,27
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 85 a 89 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 90 a 94 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 95 años y más;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;Todas las edades;1,09
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;Menores de 15 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 15 a 19 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 20 a 24 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 25 a 29 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 30 a 34 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 35 a 39 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 40 a 44 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 45 a 49 años;0,27
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 50 a 54 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 55 a 59 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 60 a 64 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 65 a 69 años;0,27
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 70 a 74 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 75 a 79 años;0,27
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 80 a 84 años;0,27
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 85 a 89 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 90 a 94 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 95 años y más;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;Todas las edades;0,27
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;Menores de 15 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 15 a 19 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 20 a 24 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 25 a 29 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 30 a 34 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 35 a 39 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 40 a 44 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 45 a 49 años;0,27
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 50 a 54 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 55 a 59 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 60 a 64 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 65 a 69 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 70 a 74 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 75 a 79 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 80 a 84 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 85 a 89 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 90 a 94 años;0,00
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 95 años y más;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;Todas las edades;3,53
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;Menores de 15 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 15 a 19 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 20 a 24 años;0,27
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 25 a 29 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 30 a 34 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 35 a 39 años;0,27
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 40 a 44 años;0,27
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 45 a 49 años;0,82
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 50 a 54 años;0,82
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 55 a 59 años;0,27
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 60 a 64 años;0,27
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 65 a 69 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 70 a 74 años;0,27
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 75 a 79 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 80 a 84 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 85 a 89 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 90 a 94 años;0,27
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 95 años y más;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;Todas las edades;2,45
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;Menores de 15 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 15 a 19 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 20 a 24 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 25 a 29 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 30 a 34 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 35 a 39 años;0,27
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 40 a 44 años;0,27
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 45 a 49 años;0,54
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 50 a 54 años;0,54
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 55 a 59 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 60 a 64 años;0,27
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 65 a 69 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 70 a 74 años;0,27
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 75 a 79 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 80 a 84 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 85 a 89 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 90 a 94 años;0,27
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 95 años y más;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;Todas las edades;1,09
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;Menores de 15 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 15 a 19 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 20 a 24 años;0,27
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 25 a 29 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 30 a 34 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 35 a 39 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 40 a 44 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 45 a 49 años;0,27
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 50 a 54 años;0,27
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 55 a 59 años;0,27
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 60 a 64 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 65 a 69 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 70 a 74 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 75 a 79 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 80 a 84 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 85 a 89 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 90 a 94 años;0,00
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 95 años y más;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;Todas las edades;0,54
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;Menores de 15 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 15 a 19 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 20 a 24 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 25 a 29 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 30 a 34 años;0,54
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 35 a 39 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 40 a 44 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 45 a 49 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 50 a 54 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 55 a 59 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 60 a 64 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 65 a 69 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 70 a 74 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 75 a 79 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 80 a 84 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 85 a 89 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 90 a 94 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 95 años y más;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Hombres;Todas las edades;0,27
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Hombres;Menores de 15 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Hombres;De 15 a 19 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Hombres;De 20 a 24 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Hombres;De 25 a 29 años;0,00
